userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (318,9.72589768934995e-05) (2858,9.715300984680653e-05) (595,8.675128628965467e-05)* (2762,8.203421748476103e-05)* (356,7.991363963810727e-05) (2396,7.860505866119638e-05) (593,7.622223347425461e-05) (1197,7.588065636809915e-05) (34,7.534218457294628e-05) (364,7.197745435405523e-05) (1198,7.160907989600673e-05) (1196,6.84741316945292e-05) (1210,6.529257370857522e-05) (1259,6.403591396519914e-05) (2081,6.384050357155502e-05) (2078,6.375306111294776e-05) (1265,6.294687045738101e-05) (2080,6.291845056694001e-05) (2716,5.9942623920505866e-05) (110,5.8792084018932655e-05)
48: (2028,0.00014737658784724772)* (1197,0.00012143191997893155) (858,0.00010863863280974329)* (527,0.00010822171316249296)* (1214,0.0001080595247913152) (1097,0.0001061691582435742)* (2628,0.00010225787991657853)* (318,0.00010188113083131611)* (1610,9.326922736363485e-05)* (1200,9.189965931000188e-05) (2916,9.163872891804203e-05) (1291,9.123348718276247e-05)* (3793,7.661480776732787e-05) (1356,7.602445111842826e-05) (912,7.489800191251561e-05)* (1265,7.403115159831941e-05) (1304,7.094083412084728e-05) (1374,6.940928869880736e-05) (3175,6.695314368698746e-05) (969,6.658852362306789e-05)
49: (2571,0.00019992722081951797) (260,0.00018580669711809605) (480,0.00013012089766561985)* (110,0.0001286699844058603) (1240,0.00012147764209657907) (1198,0.00012065121700288728) (2916,0.00010584104165900499)* (1610,9.988497185986489e-05) (1214,9.953690459951758e-05) (593,9.85817750915885e-05) (1580,9.819321712711826e-05) (1036,9.495951962890103e-05)* (2762,9.139034227700904e-05) (2628,8.727389649720863e-05) (3578,8.299702312797308e-05) (3793,7.969118451001123e-05) (296,7.556880154879764e-05)* (1617,7.51185289118439e-05) (1291,7.192614430096e-05) (1197,7.188783638412133e-05)
50: (3408,9.017509000841528e-05) (3753,8.10433630249463e-05) (593,7.475131133105606e-05) (110,7.309518696274608e-05) (3481,7.020762132015079e-05) (3160,7.000881305430084e-05) (3578,6.610460695810616e-05) (2997,6.573880818905309e-05) (3555,6.518034933833405e-05) (3897,6.309320451691747e-05) (2028,6.081727042328566e-05) (3185,5.418110595201142e-05) (2694,5.404259354691021e-05) (3510,5.379321373766288e-05) (2688,5.239254824118689e-05) (3176,5.2211045840522274e-05) (3952,5.121610956848599e-05) (3624,5.0635222578421235e-05) (2762,5.0264781748410314e-05) (2291,4.9715396016836166e-05)
51: (2858,0.0001586517464602366) (2762,0.00012562994379550219) (2355,0.00010894049046328291) (2997,0.00010211908374913037) (260,0.00010012514394475147) (110,8.989006892079487e-05) (3578,8.940340194385499e-05) (480,8.917090599425137e-05) (3753,8.884806447895244e-05) (356,8.804434764897451e-05) (1210,8.797956252237782e-05) (1197,8.193840039893985e-05) (1580,7.957437628647313e-05) (2571,7.858748722355813e-05) (3408,7.813274714862928e-05) (3751,7.799729792168364e-05) (2683,7.366237696260214e-05) (2028,7.312062371056527e-05) (34,7.224580622278154e-05)* (593,7.220273982966319e-05)
52: (2571,0.00016742412117309868) (2028,0.00013514849706552923)* (480,0.0001289474021177739) (1580,0.0001104904295061715) (2353,0.00010104491229867563)* (1370,9.601298370398581e-05) (1210,9.56348012550734e-05) (1036,9.217985643772408e-05) (593,9.052025416167453e-05)* (2058,8.764921221882105e-05) (3256,8.746899402467534e-05) (377,8.566402539145201e-05) (2628,7.764852489344776e-05) (1608,7.539124635513872e-05)* (3578,7.464020018232986e-05) (3753,7.38618618925102e-05) (2762,7.21532924217172e-05) (356,6.55493640806526e-05) (260,6.41837905277498e-05) (318,6.41083752270788e-05)
53: (1198,5.5871241784188896e-05) (296,5.485688598128036e-05)* (32,5.383468669606373e-05)* (527,5.2550614782376215e-05) (2762,5.242519182502292e-05)* (1097,5.115336534800008e-05) (480,4.846323645324446e-05)* (110,4.799362432095222e-05) (1197,4.7541845560772344e-05) (1584,4.005325899925083e-05)* (750,3.963442941312678e-05) (1199,3.8858830521348864e-05)* (1,3.8442052755272016e-05) (1193,3.740278771147132e-05)* (1356,3.700844899867661e-05)* (1358,3.550911424099468e-05) (1258,3.423775706323795e-05)* (1387,3.404347808100283e-05)* (3499,3.09418719552923e-05)* (3175,3.0655257432954386e-05)*
54: (1294,0.00010945020039798692) (2396,0.00010316419502487406) (858,0.0001023919612634927) (1270,0.0001019444243866019) (1197,0.00010147024295292795) (3671,9.924307960318401e-05)* (1196,8.860763045959175e-05) (1,8.645302295917645e-05) (2791,8.573247760068625e-05)* (912,8.483822603011504e-05) (1265,8.479251118842512e-05) (2858,8.301064372062683e-05) (1221,8.267613884527236e-05) (2804,7.968320278450847e-05) (919,7.956408808240667e-05) (527,7.895017915870994e-05) (1307,7.888338586781174e-05) (1394,7.855366129660979e-05)* (1259,7.62830168241635e-05) (2918,7.568432192783803e-05)
55: (260,0.00015647371765226126) (2028,0.00014868535799905658) (2858,0.0001416200102539733) (2571,0.00013193018094170839) (527,0.0001308414648519829)* (1210,0.00010867887613130733) (480,0.00010777293937280774) (1196,0.00010593345359666273) (608,0.00010367800859967247) (2396,9.950056846719235e-05) (296,9.870684880297631e-05) (1704,9.214979218086228e-05)* (1265,8.76144040375948e-05) (2628,8.269728277809918e-05) (1610,8.108156180242077e-05) (2997,8.024850831134245e-05) (1198,7.82590577728115e-05) (2324,7.776200072839856e-05) (1580,7.751526572974399e-05) (1721,7.700060814386234e-05)
56: (593,0.00014971861673984677) (1617,0.0001221152051584795)* (2571,0.00011576797987800092) (858,0.00010960729559883475) (1704,9.125612996285781e-05) (589,8.994602831080556e-05) (2959,8.942611748352647e-05) (356,8.926982991397381e-05) (223,8.604620961705223e-05) (1196,8.510985935572535e-05) (2599,8.40546126710251e-05) (1,8.346250979229808e-05)* (1197,7.977225322974846e-05) (1198,7.810258830431849e-05) (1265,7.800304592819884e-05) (1193,7.782215106999502e-05) (3578,7.705504685873166e-05) (260,7.67036181059666e-05) (3147,7.591595931444317e-05) (1210,7.563638064311817e-05)
57: (260,0.00011040956451324746) (1210,8.923999848775566e-05) (2997,8.211989916162565e-05) (1240,6.687142013106495e-05) (858,6.686912820441648e-05) (1197,6.594639125978574e-05) (2571,6.12282456131652e-05) (2716,5.976261672913097e-05) (2028,5.876720024389215e-05) (2762,5.474024510476738e-05) (223,5.462087210617028e-05) (589,5.426724237622693e-05) (110,5.175359547138214e-05) (1200,5.1102844736306e-05) (1193,5.021945253247395e-05) (296,4.9887396016856655e-05) (593,4.9846228648675606e-05) (1097,4.983904000255279e-05) (2599,4.982581958756782e-05) (1259,4.975365663995035e-05)
58: (1240,0.00019072416762355715)* (110,0.00012927190982736647)* (480,0.00012829643674194813)* (924,0.00011867848661495373)* (1097,0.00011864357657032087)* (1580,0.00011563089356059209)* (2916,0.0001072230952559039) (2628,0.00010133003524970263)* (1036,9.968237282009795e-05) (1291,9.873235103441402e-05) (50,9.843320731306449e-05) (1,9.164171933662146e-05) (2791,8.978344703791663e-05)* (2997,8.901268301997334e-05)* (1259,8.692783740116283e-05) (3702,8.35685059428215e-05)* (912,7.901203207438812e-05)* (3793,7.864004146540537e-05) (1265,7.313358946703374e-05) (3421,7.253972580656409e-05)
59: (912,0.00013409012171905488)* (858,0.00011700650793500245) (527,9.578889148542657e-05) (260,9.411390055902302e-05) (1230,9.399916598340496e-05) (593,9.242094529327005e-05) (2858,9.229338320437819e-05) (1221,8.174381218850613e-05) (318,7.938780618133023e-05) (1198,7.826191722415388e-05) (1196,7.795820420142263e-05) (923,7.528044079663232e-05)* (1267,6.97683499311097e-05) (1617,6.892354576848447e-05) (1207,6.877417035866529e-05) (34,6.869163189548999e-05) (924,6.531977123813704e-05) (1294,6.470207154052332e-05) (1197,6.436098192352802e-05)* (1307,6.162053614389151e-05)
60: (2571,6.856753316242248e-05) (1210,6.26988330623135e-05) (1580,5.853052425663918e-05) (480,5.715044972021133e-05) (260,5.60894186492078e-05) (457,5.485386645887047e-05) (2762,5.371535735321231e-05) (589,4.955326585331932e-05) (2916,4.6670793381053954e-05) (1610,4.588572483044118e-05) (780,4.525524127529934e-05) (1356,4.275103856343776e-05) (733,3.9783833926776424e-05) (3793,3.928495061700232e-05) (316,3.8555885112145916e-05) (110,3.82032994821202e-05) (1196,3.7952187994960696e-05) (3114,3.766502777580172e-05) (377,3.672164893941954e-05) (2858,3.585849844967015e-05)
61: (2858,0.0001221003185492009) (3624,0.00011954062210861593) (3578,0.00011434123007347807)* (3952,0.00010929515701718628) (3555,9.385628800373524e-05) (3510,8.691697439644486e-05) (3617,8.240996248787269e-05) (3623,8.144855382852256e-05) (3408,8.109892223728821e-05) (3160,8.107251778710634e-05) (3916,7.989215373527259e-05) (3409,7.85805459599942e-05) (3911,7.782437023706734e-05) (3793,7.656517846044153e-05) (2694,7.215856021502987e-05) (1035,7.207582530099899e-05) (2688,7.115966582205147e-05) (3513,7.013919821474701e-05) (2160,6.987051165197045e-05) (2683,6.947172369109467e-05)
62: (858,8.293920109281316e-05)* (919,6.849988858448341e-05) (1230,6.476024282164872e-05) (527,6.254166510188952e-05) (1252,5.956695167697035e-05) (593,5.894646164961159e-05) (908,5.7646208006190136e-05) (1207,5.1173483370803297e-05)* (913,5.104366937302984e-05)* (318,4.993496258975938e-05) (923,4.990597881260328e-05) (903,4.908738628728315e-05) (899,4.815001739189029e-05)* (1250,4.761282616527751e-05) (924,4.7083951358217746e-05) (2396,4.697544136433862e-05) (1617,4.642633211915381e-05) (1234,4.6317025407915935e-05) (1204,4.550806261249818e-05) (34,4.33858840551693e-05)
63: (2997,0.00019921144121326506) (2959,0.00015691888984292746) (2683,0.0001446921523893252) (2355,0.00012889780919067562) (2396,0.0001276506227441132)* (3174,0.00010997932986356318)* (2700,0.00010416846635052934)* (2336,0.00010195760114584118) (2908,0.00010175820352742448) (2710,9.663360833656043e-05) (785,9.05515335034579e-05) (913,8.813432941678911e-05) (3793,8.734306902624667e-05) (1093,8.580229041399434e-05) (3081,8.55069883982651e-05) (2694,8.269415411632508e-05) (2707,8.074747893260792e-05) (3408,8.073231583693996e-05) (2688,7.81328126322478e-05) (2763,7.519218343077227e-05)
64: (2858,0.000175384251633659)* (2571,0.00015739185619167984) (2706,0.00013570088776759803) (480,0.0001249199267476797) (589,0.00012416874233167619) (3753,0.00012009323836537078) (2694,0.0001026632817229256) (2683,9.939164010575041e-05) (260,9.86012673820369e-05) (2355,9.484361362410709e-05) (3623,9.270841837860644e-05) (1198,8.708480163477361e-05)* (1127,8.586751209804788e-05) (2688,8.507148595526814e-05) (1196,8.483885903842747e-05) (223,8.292794518638402e-05) (2628,8.278337918454781e-05) (2541,7.840585749363527e-05) (2959,7.788775837980211e-05) (1580,7.730929792160168e-05)
65: (1210,0.00016088958363980055)* (589,0.00014478804951068014) (2028,0.00013471204147208482)* (110,0.000133450172143057) (457,0.00012887781485915184) (1610,0.0001071831356966868)* (593,9.843083535088226e-05) (2916,9.366091398987919e-05) (1036,8.511640771757811e-05)* (1240,8.424789120908827e-05) (318,8.328367403009906e-05) (527,8.129460184136406e-05) (1197,8.114015508908778e-05) (3753,7.937528425827622e-05)* (2858,7.868604006944224e-05) (1356,7.78437388362363e-05) (3578,7.694509258726612e-05) (1291,7.260472921188921e-05)* (349,7.108743739081547e-05) (380,7.019714394118637e-05)*
66: (2858,0.00023880072694737464)* (593,0.00023433806200046092) (527,0.00020132937061134726) (2762,0.0001911868021124974) (858,0.0001889112318167463) (318,0.00018772024486679584) (260,0.00016837706789374352) (1198,0.0001535892515676096) (3578,0.00014970723714213818)* (457,0.0001433860306860879) (1036,0.000143349141580984) (1304,0.0001400662586092949) (1721,0.00013594003394246101) (589,0.00013282285362947732) (1387,0.00012915240949951112) (1221,0.00012418862024787813) (1210,0.00012147099187131971) (3147,0.00011990970961051062) (1270,0.00011683154298225418) (3408,0.00011368003470124677)
67: (858,8.512162457918748e-05) (912,8.149618224706501e-05) (593,7.655404624529183e-05) (527,7.62163836043328e-05) (1193,7.560940139228478e-05) (1225,7.558814832009375e-05) (919,7.4474883149378e-05) (608,7.264849409693852e-05) (1221,6.157259485917166e-05) (904,6.020040382281877e-05) (1230,5.781017171102576e-05) (2858,5.335994501365349e-05) (1252,5.1508362957974896e-05) (1250,5.109319317853078e-05) (296,4.8243313358398154e-05) (1208,4.7808687668293715e-05) (1617,4.697473923442885e-05) (1204,4.612112752511166e-05) (903,4.6004352043382823e-05) (1304,4.5890232286183164e-05)
68: (1265,8.170430373866111e-05) (1,7.891102723078802e-05) (2599,7.440519402734935e-05) (3114,7.418725726893172e-05) (2804,7.239242404466495e-05) (608,7.192035991465673e-05) (2716,7.022341742413118e-05) (1079,6.859505811007693e-05) (260,6.82690370013006e-05) (34,6.821862916694954e-05) (2791,6.786437734263018e-05) (318,6.780757394153625e-05) (1259,6.69638320687227e-05) (1394,6.689140718663111e-05) (1196,6.53352981316857e-05) (1148,6.334201316349208e-05) (1288,6.31791481282562e-05) (1193,6.259119982132688e-05) (1210,6.184967787703499e-05) (858,6.0864113038405776e-05)
69: (318,0.00011501205881359056) (608,9.863245213637128e-05) (527,9.562465129420161e-05) (1213,8.581577276345342e-05) (2396,7.392431871267036e-05) (36,6.648019916610792e-05) (1617,6.444471364375204e-05) (2324,5.761609645560384e-05) (1094,5.668385711032897e-05) (50,5.478286402649246e-05) (34,5.435237835627049e-05) (1193,5.433244223240763e-05) (2028,5.297916868585162e-05) (150,5.2007235353812575e-05) (2291,5.0786129577318206e-05) (1393,4.974657713319175e-05) (1265,4.902914588456042e-05) (1225,4.54299952252768e-05) (2997,4.445916783879511e-05) (3147,4.436686867848039e-05)
70: (2997,0.00033853694912977517)* (2599,0.0002513512154109776) (223,0.000250683311605826)* (2716,0.0002387282147537917)* (3408,0.0001962729002116248) (3176,0.00018415886734146625)* (3005,0.00017484762065578252) (2908,0.00017105726874433458) (3160,0.00016964130918495357) (2707,0.00016678101383149624) (3793,0.00016337721899617463)* (785,0.0001545575651107356) (2710,0.0001544244441902265) (2605,0.00015416595852002501) (2688,0.0001531722955405712) (3623,0.00015014875680208206) (1093,0.00014956435188651085) (2770,0.00014928707969374955) (2502,0.0001489566348027438) (2763,0.00014280113100539893)
72: (2858,0.00011823682871181518) (318,0.00011722198541974649) (527,9.959510498447344e-05) (110,9.926791244652122e-05) (2762,9.343856072518975e-05) (480,8.666729263495654e-05) (1721,7.828544767107815e-05) (1265,7.532171002821997e-05) (1784,7.138366345316172e-05) (1,7.090115104801953e-05) (296,6.961879989830777e-05) (260,6.824257434345782e-05) (2571,6.569479592144489e-05) (589,6.538220623042434e-05) (3147,6.501973257400095e-05) (539,6.30424328846857e-05) (608,6.180562922963873e-05) (3114,6.080407911213115e-05) (1197,6.065239722374827e-05) (1393,6.055713311070576e-05)
73: (260,0.00025651557371020317) (480,0.00016832450637593865) (1580,0.00015666290710214525) (110,0.00014423090033233166)* (2628,0.00013962194498162717) (2916,0.00013335663243196905)* (1214,0.00012758253433275968) (3793,0.00010701046994654462) (1127,0.00010199549433309585) (780,0.00010019096225732937) (2762,9.830970520852134e-05) (1097,9.585322550265118e-05) (541,9.551167750032619e-05) (3527,9.132645936915651e-05) (1,8.456241630483419e-05) (3114,8.36841863929294e-05) (593,8.317711035488173e-05) (329,8.051007171161473e-05) (316,7.374221604550257e-05) (32,7.279667624970898e-05)
74: (608,0.00011076690134359524)* (1213,9.101910109166056e-05) (2858,8.507846359862015e-05) (1221,7.277194526977837e-05) (527,6.776783266104758e-05) (1193,6.484943151008338e-05) (1179,6.132118869572878e-05) (1089,6.112685514381155e-05) (1230,5.991625221213326e-05) (912,5.9217942180112004e-05) (1284,5.800757571705617e-05)* (904,5.797496123705059e-05) (1358,5.609517029370181e-05) (2396,5.602911551250145e-05) (2908,5.558818520512432e-05) (593,5.468908420880325e-05)* (908,5.4635976994177327e-05) (913,5.4539446864509955e-05)* (2186,5.442012115963735e-05) (3006,5.4123524023452774e-05)
75: (595,9.350664186058566e-05) (588,8.254181739175692e-05) (364,7.767075294395909e-05)* (594,6.601139466511086e-05) (2078,6.240168295335025e-05) (2355,5.8773119235411286e-05)* (1022,5.804788816021755e-05) (2081,5.7727669627638534e-05) (1907,5.5977630836423486e-05)* (2085,5.595315815298818e-05) (2137,5.5706212151562795e-05) (3175,5.445435090223327e-05)* (2080,5.341666110325605e-05) (2096,4.788625301443972e-05) (1029,4.4360142055666074e-05) (2394,4.428244210430421e-05)* (3159,4.304121102904901e-05)* (3034,4.2798128561116755e-05) (260,4.020105552626774e-05) (596,4.010521661257371e-05)
76: (2858,0.0001972744648810476)* (2997,0.00013429320824798197) (2762,0.00013325994950719178)* (527,0.00013106048572808504) (296,0.00012995765428058803)* (2028,0.00012481739395298064) (858,0.0001094336184905842) (260,0.00010040267807198688) (110,9.829514601733536e-05) (1196,9.229367424268275e-05) (2599,9.057745774043724e-05) (1193,8.947073365561664e-05) (3114,8.428998989984393e-05) (589,8.171580702764913e-05) (223,7.901174831204116e-05) (1210,7.892074063420296e-05) (2324,7.151719182729721e-05) (1198,6.951112300157547e-05) (1265,6.935997225809842e-05) (34,6.849951023468748e-05)
77: (2683,0.00025481992634013295)* (2959,0.0002536906977184117) (2355,0.0002450585598126054) (2908,0.0002443286939524114) (3615,0.0002164064353564754) (2712,0.00021307195129338652) (2716,0.00021290514268912375) (913,0.00020854719332419336) (3623,0.00020389127894304693) (1959,0.0001990471500903368) (924,0.00018688289856072515) (3624,0.00018445054593030363) (2987,0.00018439485575072467) (3005,0.00018042250303551555) (223,0.00017955784278456122) (2707,0.00017774909792933613) (1196,0.00017601116269361228) (2706,0.00017548847245052457) (3175,0.00017427625425625592) (3176,0.0001731518714223057)
78: (2997,6.923883483977988e-05) (1,6.416637916117907e-05)* (1784,5.742876237491146e-05) (1307,4.9086844228440896e-05) (11,4.83809199067764e-05) (2324,4.738468851428479e-05) (2355,4.70976774522569e-05)* (440,4.684816303779371e-05) (1148,4.599412568495609e-05) (1230,4.5156015403335914e-05) (318,4.220627306494862e-05) (597,4.154177804593928e-05) (2395,4.1032031731447205e-05) (1197,4.0746977902017534e-05) (17,4.051260475534946e-05) (3751,4.0199494833359495e-05) (3255,3.9989907236304134e-05)* (588,3.9224869397003204e-05) (1079,3.910435043508187e-05) (2248,3.857565388898365e-05)
79: (2858,0.00011489992903079838) (2762,9.479988511884585e-05) (3578,8.936174708651379e-05) (2571,7.669244951102883e-05) (3408,7.100572838680819e-05) (589,6.416225369321182e-05) (3481,6.25363682047464e-05) (2997,6.169536936795339e-05) (3753,6.070840754546225e-05) (593,6.006377952871844e-05) (3555,5.9360369050409645e-05) (110,5.935854642302729e-05) (2959,5.497819438460283e-05) (3081,5.2716470236191526e-05) (480,5.055588189861737e-05) (3005,5.0180184189230204e-05) (608,5.0078258936991915e-05) (3623,4.8730100388638675e-05) (3160,4.869214535574429e-05) (2396,4.773789623868652e-05)
80: (2571,0.00015373306814581156) (260,0.00015169859398156404) (318,0.00014986192400101572) (1210,0.00013901029888074845) (589,0.00012380589032545686) (527,0.00012252941087353975)* (457,0.00011389447172405198) (1610,0.00011101321433670819) (1,0.00010693952935980633) (2628,0.0001056295950547792) (1580,0.00010476711759110913) (1196,0.00010353740071877837) (1704,9.913880785461515e-05) (2396,9.581782796885818e-05) (2858,9.004969615489244e-05) (2916,8.791589789325371e-05) (1270,8.696539589436725e-05) (3114,8.585754403611645e-05) (780,8.559253183193505e-05) (1198,8.467192674288526e-05)
