userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2858,14.890045166015625) (2396,14.315960884094238) (593,13.95844841003418) (318,13.902490615844727) (858,13.371723175048828) (1196,13.35035514831543) (1193,13.177972793579102)* (1198,13.17405891418457) (912,13.164117813110352) (1197,12.978717803955078) (2762,12.956230163574219)* (1225,12.740355491638184) (1265,12.728422164916992) (34,12.527816772460938) (356,12.313689231872559) (1617,12.16653060913086) (1259,12.082703590393066) (1307,12.074316024780273) (1210,12.057555198669434) (2997,11.875787734985352)
59: (912,22.925643920898438)* (1230,21.933570861816406) (858,21.011934280395508) (923,19.989986419677734)* (1207,19.711158752441406) (527,19.612693786621094) (111,18.646305084228516) (2858,18.542205810546875) (593,18.0264892578125) (1221,17.917469024658203) (1244,17.903778076171875) (1617,17.741893768310547) (318,17.67617416381836) (1952,17.31391143798828) (1267,16.936498641967773) (1299,16.71699333190918) (34,16.692798614501953) (1276,16.513458251953125) (1294,16.48283576965332) (1136,16.458179473876953)
60: (480,13.509986877441406) (1210,13.486948013305664) (2571,13.43550968170166) (589,13.277657508850098) (260,13.17575454711914) (1196,12.72319221496582) (110,12.649602890014648) (1198,12.613764762878418) (1580,12.518936157226562) (2028,12.132596969604492) (457,12.014495849609375) (1270,11.74502944946289) (2762,11.552087783813477) (1240,11.494222640991211) (780,11.423103332519531) (1610,11.390731811523438) (2916,11.311201095581055) (1291,11.169563293457031) (1197,11.116256713867188) (1036,11.102743148803711)
61: (2762,6.067455768585205) (2858,5.9832763671875) (3408,5.7502336502075195) (356,5.740433216094971) (3578,5.733881950378418)* (2706,5.621177673339844) (1784,5.231659412384033) (3510,5.046067237854004) (3623,4.951939582824707) (2355,4.906241416931152) (2683,4.868541717529297) (3555,4.85880708694458) (318,4.845154285430908) (1704,4.840366840362549) (1393,4.831112384796143) (2396,4.797739028930664) (2028,4.706324577331543) (3147,4.698462009429932) (110,4.648898124694824) (1923,4.59641695022583)
62: (858,29.246849060058594)* (1230,27.77471160888672) (527,27.574932098388672) (2858,26.4888916015625)* (593,26.47354507446289) (908,26.25978660583496) (919,26.205928802490234) (1252,25.827608108520508) (318,25.623292922973633) (923,25.55414581298828) (1207,25.416278839111328)* (1617,25.157413482666016) (2396,24.96395492553711) (1196,23.74257469177246) (296,23.517108917236328) (1136,23.284835815429688) (1250,22.993728637695312) (1208,22.756973266601562) (1234,22.722843170166016) (34,22.70501136779785)
63: (2997,15.191454887390137) (608,14.279104232788086) (2396,13.945127487182617)* (318,13.879688262939453) (593,13.75755500793457) (296,13.538556098937988) (527,13.32569694519043) (1617,12.855574607849121) (50,12.47966194152832) (1213,12.060018539428711) (1193,11.720368385314941) (1265,11.657402992248535) (2028,11.580349922180176) (2959,11.471878051757812) (858,11.411050796508789) (2324,11.352029800415039) (1704,11.188798904418945) (34,10.954914093017578) (3481,10.663874626159668) (1197,10.536393165588379)
64: (2571,12.734490394592285) (589,12.474340438842773) (480,11.906255722045898) (260,11.24801254272461) (1580,10.835733413696289) (1196,10.822864532470703) (1198,10.38382625579834)* (2628,10.363899230957031) (2916,10.21692180633545) (457,10.178741455078125) (1240,10.17262077331543) (780,9.76587963104248) (1610,9.4501953125) (1036,9.416507720947266) (733,9.392400741577148) (1270,9.1978759765625) (1200,9.139863967895508) (1197,9.066948890686035) (2858,8.903663635253906)* (356,8.894529342651367)
65: (1210,17.733644485473633)* (589,17.549734115600586) (110,16.771377563476562) (2028,16.197580337524414)* (457,15.686575889587402) (1240,15.665558815002441) (1036,15.288679122924805)* (1610,15.036802291870117)* (1291,14.96353530883789)* (2916,14.655535697937012) (1197,14.337122917175293) (593,14.130688667297363) (1200,13.752435684204102) (1214,13.590631484985352) (349,13.06910514831543) (3578,12.950371742248535) (380,12.746495246887207)* (318,12.728915214538574) (2716,12.614421844482422) (858,12.60251235961914)
66: (2858,11.158828735351562)* (593,10.978379249572754) (260,10.902880668640137) (1198,10.8214750289917) (589,10.818400382995605) (1196,10.785821914672852)* (2571,10.757633209228516) (1210,10.75616455078125) (2762,10.68916130065918) (318,10.390949249267578) (527,10.091859817504883) (457,9.977212905883789) (1270,9.789142608642578) (1197,9.736549377441406) (608,9.507835388183594) (1580,9.396328926086426) (296,9.33669662475586) (858,9.317448616027832) (3578,9.279054641723633)* (1,9.190900802612305)
67: (912,19.98922348022461) (1193,19.707521438598633) (1230,19.462501525878906) (858,19.03273582458496) (1225,18.83489990234375) (608,18.512588500976562) (527,17.874042510986328) (1252,17.726947784423828) (919,17.078739166259766) (904,17.055923461914062) (1221,16.43426513671875) (593,16.383098602294922) (1244,16.225549697875977) (2858,16.159053802490234) (1617,15.696613311767578) (1299,15.589576721191406) (1250,15.513738632202148) (2396,15.495588302612305) (750,15.389760971069336) (910,15.26431941986084)
68: (608,18.087785720825195) (1193,17.076053619384766) (527,16.720664978027344) (912,16.65192985534668) (858,16.485990524291992) (318,16.37076187133789) (593,16.35306167602539) (1225,16.265850067138672) (1617,15.827737808227539) (296,15.698881149291992) (1247,15.633058547973633) (908,15.278117179870605) (34,15.208724975585938) (1265,15.179774284362793) (2599,15.152725219726562) (923,15.003178596496582) (919,14.976957321166992) (1394,14.899833679199219) (111,14.678258895874023) (1213,14.672981262207031)
69: (608,19.362756729125977) (318,18.775014877319336) (527,18.69350814819336) (2997,17.788196563720703) (2396,17.438915252685547) (1193,16.800853729248047) (1213,16.512434005737305) (1617,16.437042236328125) (2324,15.989299774169922) (2599,15.712267875671387) (1230,15.567764282226562) (1094,15.439026832580566) (1225,15.342714309692383) (50,15.317760467529297) (2908,14.907712936401367) (858,14.898185729980469) (36,14.849454879760742) (2289,14.832793235778809) (912,14.770442962646484) (2762,14.752527236938477)
70: (2997,11.508199691772461)* (2599,10.154312133789062) (223,9.980037689208984)* (318,9.822513580322266) (593,9.373188972473145) (1265,9.238768577575684) (1,9.13188362121582) (296,8.97495174407959) (527,8.857770919799805) (608,8.853555679321289) (356,8.812909126281738) (3408,8.750226974487305) (2716,8.563132286071777)* (1784,8.533084869384766) (2028,8.374719619750977) (50,8.364325523376465) (1704,8.326248168945312) (3176,8.27613353729248)* (1617,8.275785446166992) (1923,8.092226028442383)
72: (2858,15.691600799560547) (318,14.157556533813477) (527,13.860151290893555) (608,13.31307601928711) (2762,12.961389541625977) (2997,12.488582611083984)* (296,12.202744483947754) (1265,12.105457305908203) (1617,11.810640335083008) (1193,11.443584442138672) (34,11.406255722045898) (2324,11.405675888061523)* (1784,11.332590103149414) (1213,11.160835266113281) (50,11.15522575378418) (1,10.828526496887207) (2599,10.810821533203125) (858,10.761878967285156) (1225,10.63056468963623) (3408,10.514057159423828)
73: (260,18.75937271118164) (480,18.406463623046875) (1580,17.307140350341797) (110,16.559877395629883)* (2916,16.53321075439453)* (2628,16.481388092041016) (780,15.61443042755127) (1214,15.432014465332031) (3527,14.320550918579102) (733,14.31573486328125)* (1127,14.262092590332031) (3793,13.84070110321045) (2762,13.405511856079102) (316,13.384010314941406) (1097,13.3306884765625) (1387,12.873188972473145) (380,12.856800079345703)* (541,12.807268142700195) (1,12.788573265075684) (349,12.659056663513184)
74: (608,17.869901657104492)* (2858,17.657386779785156) (527,16.6688289642334) (1193,16.651039123535156) (593,16.081005096435547)* (318,16.004981994628906) (1230,15.936176300048828) (912,15.828136444091797) (2997,15.191720962524414) (1225,15.17125129699707) (1247,14.954696655273438) (1213,14.922874450683594) (2396,14.869202613830566) (111,14.576221466064453) (923,14.546712875366211) (908,14.516885757446289) (1207,14.106649398803711) (1221,13.765758514404297) (904,13.67422866821289) (2289,13.500936508178711)
75: (588,12.543283462524414) (1270,11.855292320251465) (2081,11.655904769897461) (2355,11.517021179199219)* (595,11.464951515197754) (260,11.433136940002441) (356,11.076732635498047) (364,11.00282096862793)* (2080,10.580126762390137) (1376,10.424720764160156) (2078,10.327413558959961) (3175,10.179933547973633)* (597,10.11566162109375) (3489,10.105833053588867) (1374,10.084060668945312) (1356,10.056079864501953) (1022,10.046213150024414) (2716,10.04446792602539) (539,10.026082992553711) (2012,10.020689010620117)*
76: (2858,19.695114135742188)* (2997,16.32361602783203) (296,16.231565475463867)* (527,16.186954498291016) (2762,15.489416122436523)* (2028,14.559063911437988) (858,14.023538589477539) (1193,13.941337585449219) (2599,13.765350341796875) (1265,13.481290817260742) (2324,13.055604934692383) (34,12.677658081054688) (1197,12.608575820922852) (1259,12.389333724975586) (1196,12.224424362182617) (1225,12.208515167236328) (260,12.109843254089355) (3481,11.997499465942383) (1198,11.988259315490723) (912,11.955612182617188)
77: (2396,9.707237243652344) (318,9.015776634216309) (608,8.993191719055176) (296,8.887710571289062) (223,8.712799072265625) (593,8.57002067565918) (2959,8.559167861938477) (527,8.221037864685059) (1617,8.091631889343262) (50,8.063478469848633) (3160,8.053739547729492) (2908,7.898155212402344) (1265,7.784243583679199) (2324,7.765360355377197) (3481,7.745511054992676) (3897,7.661519527435303) (3176,7.649873733520508) (2706,7.627500534057617) (1213,7.58351469039917) (1704,7.468006134033203)
78: (2997,18.044095993041992) (608,17.44954490661621) (1230,17.370946884155273) (527,16.624387741088867) (318,16.450571060180664) (912,16.355539321899414) (1193,16.13243865966797) (1225,15.868450164794922) (2324,15.661325454711914) (1247,15.571748733520508) (593,15.482778549194336) (1617,15.084519386291504) (296,14.969108581542969) (1094,14.800854682922363) (919,14.75229263305664)* (923,14.696611404418945) (908,14.642084121704102) (1307,14.582059860229492) (858,14.462685585021973) (1207,14.298198699951172)
79: (2858,13.713780403137207) (608,11.585762023925781) (2997,11.354063034057617) (593,11.348014831542969) (318,11.09903621673584) (2762,11.033798217773438) (527,10.922277450561523) (2396,10.828180313110352) (296,10.688544273376465) (50,10.043707847595215) (2028,9.554120063781738) (2599,9.54979133605957) (1193,9.517744064331055) (1213,9.412418365478516) (858,9.322309494018555) (1704,8.941804885864258) (1265,8.863014221191406) (2324,8.816853523254395) (34,8.690841674804688) (2959,8.587965965270996)
80: (2858,13.671146392822266) (318,13.095998764038086) (527,12.876762390136719)* (260,11.93168830871582) (2396,11.856489181518555) (1198,11.751697540283203) (1196,11.748922348022461) (1210,11.529592514038086) (2571,11.486311912536621) (296,11.250462532043457) (1,11.212850570678711) (589,11.010858535766602) (1617,11.002216339111328) (1704,10.923691749572754) (457,10.9115629196167) (858,10.910026550292969) (1270,10.90549087524414) (1197,10.889519691467285) (50,10.717214584350586) (3578,10.330448150634766)
81: (858,20.928571701049805) (608,19.187149047851562) (1252,18.78114891052246)* (1230,18.73090934753418)* (1225,18.147706985473633) (923,17.880088806152344) (527,17.51427459716797) (919,17.390653610229492) (593,17.301549911499023) (924,16.570280075073242) (2858,16.503671646118164) (1208,16.386985778808594) (1136,16.36988067626953) (1250,16.169506072998047) (541,16.11995506286621) (1219,15.990264892578125) (1204,15.969579696655273) (318,15.776599884033203) (913,15.465121269226074)* (969,15.292675018310547)
82: (2028,16.085166931152344) (110,15.399127006530762)* (2858,15.202930450439453)* (260,14.608400344848633) (1196,14.46824836730957) (1210,14.435712814331055) (1198,14.386392593383789) (50,13.296730041503906) (1580,12.858358383178711) (1610,12.847820281982422)* (858,12.61124038696289) (1240,12.538728713989258) (1036,12.349325180053711) (1,12.055170059204102) (1265,11.980900764465332) (1213,11.86020565032959) (1291,11.801576614379883) (2396,11.741464614868164) (1259,11.582215309143066)* (2628,11.484500885009766)
83: (2858,13.539812088012695) (260,12.795658111572266)* (1210,12.495859146118164) (1196,12.435136795043945)* (1198,12.006341934204102) (1197,11.934313774108887) (2571,11.85788345336914) (593,11.541345596313477) (2028,11.410374641418457) (1,11.400679588317871) (356,11.316229820251465) (318,11.132266998291016) (589,11.0587797164917) (110,10.988691329956055) (480,10.984426498413086) (2355,10.96636962890625)* (1265,10.836777687072754) (527,10.77337646484375) (3114,10.711515426635742) (2997,10.672628402709961)
84: (589,13.726503372192383) (2571,13.483872413635254)* (1210,13.0709228515625)* (1198,12.459393501281738)* (2028,11.172877311706543)* (1036,11.100093841552734) (2916,11.0224609375) (1580,10.924951553344727) (1270,10.343257904052734) (1610,10.167767524719238) (2628,10.160612106323242) (1374,10.135581970214844) (541,9.790090560913086) (593,9.68673038482666) (1387,9.657707214355469) (3527,9.585793495178223) (2000,9.556488037109375) (858,9.512825965881348) (780,9.438091278076172) (1127,9.195172309875488)
85: (2706,6.727871417999268) (2762,6.180366516113281) (3578,6.135350704193115) (3753,5.9882965087890625) (2694,5.603179931640625) (3623,5.508841514587402) (2959,5.410377502441406) (3752,5.113797187805176) (3793,5.014324188232422) (3717,4.957176208496094) (3555,4.936001777648926) (356,4.7831902503967285) (223,4.7465739250183105) (3798,4.714279651641846) (2355,4.672626495361328) (3005,4.655945301055908)* (2707,4.647398471832275) (3301,4.607751846313477) (3147,4.571879863739014) (2572,4.5566558837890625)
86: (1210,13.357015609741211)* (1196,12.556678771972656) (2571,12.298056602478027) (1198,12.248266220092773) (1270,12.080900192260742) (356,12.049538612365723) (589,11.900632858276367) (1,11.523155212402344) (110,11.420948028564453) (1097,11.320056915283203) (1197,11.196802139282227) (780,10.964925765991211) (2028,10.834688186645508) (1240,10.787267684936523) (1291,10.686280250549316) (457,10.678570747375488) (2716,10.339202880859375) (2355,10.333237648010254) (2916,10.196612358093262) (588,10.158302307128906)
87: (1210,14.06385612487793) (1036,12.51703929901123) (1214,12.388328552246094) (1200,12.31294059753418) (2916,12.122398376464844) (1580,11.737894058227539) (1374,11.17153549194336) (2628,11.102289199829102) (1270,10.949705123901367) (780,10.732490539550781) (3527,10.720487594604492) (1197,10.587483406066895) (858,10.252781867980957) (541,10.209943771362305) (1356,10.02023696899414) (593,9.94737720489502) (349,9.704784393310547) (1097,9.679875373840332) (1127,9.606504440307617) (1527,9.600227355957031)
88: (912,19.32518768310547)* (1225,18.477947235107422)* (1247,18.00644302368164) (2858,17.711585998535156) (593,17.41591453552246) (1252,17.340951919555664) (923,17.277347564697266)* (318,17.04619026184082)* (1617,16.69965362548828) (904,16.586257934570312) (919,16.555137634277344) (296,16.05257797241211) (1213,15.985437393188477) (2396,15.960901260375977) (1244,15.478527069091797) (750,15.424276351928711) (2997,15.2197847366333) (1208,15.21619701385498) (1136,15.06004524230957) (1952,15.037910461425781)
89: (593,12.390755653381348) (260,12.098617553710938) (1196,11.93524169921875) (1198,11.885494232177734) (2858,11.812126159667969) (858,11.685214042663574) (608,11.580724716186523) (110,11.547606468200684) (589,11.53768539428711) (2571,11.517582893371582) (318,11.352665901184082) (296,11.105729103088379) (1210,11.033377647399902) (50,10.806390762329102) (1617,10.799598693847656) (2762,10.708691596984863) (457,10.513043403625488) (1240,10.305886268615723) (1197,10.27762508392334) (1221,10.210083961486816)
90: (2762,16.202896118164062)* (2571,16.076766967773438) (2028,16.000526428222656)* (593,15.844717979431152) (589,15.264884948730469) (260,14.972757339477539) (1196,14.817205429077148) (1210,14.797849655151367) (1198,14.520082473754883) (480,14.426851272583008) (296,14.36874008178711) (50,14.074922561645508)* (1197,14.022180557250977) (1265,13.612266540527344) (1,13.59449577331543) (1270,13.382164001464844) (2396,13.364850997924805) (858,12.820938110351562)* (1240,12.49005126953125) (1610,12.363542556762695)
91: (858,17.964763641357422) (608,17.934459686279297) (2858,17.727947235107422) (1193,17.425907135009766) (1230,16.999462127685547) (527,16.654090881347656) (1225,16.632827758789062) (593,16.586816787719727) (1136,16.1069278717041) (2396,16.065113067626953)* (318,15.998119354248047) (1247,15.875024795532227) (1617,15.868005752563477) (260,15.738197326660156) (908,15.666402816772461) (919,15.636453628540039) (1196,15.606346130371094) (1198,15.529979705810547) (1221,15.52041244506836) (296,15.440268516540527)
